qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,repair_steps,gold_support_titles,naive_bm25_top5_titles,arag_read_titles,arag_search_found_titles,reader_full_titles,naive_support_title_recall,arag_read_support_title_recall,arag_search_found_support_title_recall,reader_full_support_title_recall,support_title_recall,naive_evidence_entity_coverage,arag_read_evidence_entity_coverage,arag_search_found_evidence_entity_coverage,reader_full_evidence_entity_coverage,evidence_entity_coverage
8c6ba65608e511ebbda4ac1f6bf848b6,bridge_comparison,"Which film has the director born later, Brutti Di Notte or Bir Türk'E Gönül Verdim?",Bir Türk'E Gönül Verdim,Bir Türk'E Gönül Verdim,1.0,1.0,True,complete,,bir türke gönül verdim | brutti di notte | giovanni grimaldi | halit refiğ,bir türke gönül verdim | brutti di notte | claude weisz | jacques décombe | la donna di notte,,bir türke gönül verdim | brian kennedy gallery director | giovanni grimaldi | luc besson | place of birth,bir türke gönül verdim | brutti di notte | claude weisz | follie di notte | giovanni grimaldi | halit refiğ | jacques décombe | la donna di notte | sepideh farsi | w augustus barratt,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0
435eb4480baf11ebab90acde48001122,inference,Who is Rostislav I Of Kiev's paternal grandfather?,Vladimir II Monomakh,Vladimir II Monomakh,1.0,1.0,False,missing_entities,A+_enhancement,mstislav i of kiev | rostislav i of kiev,kaya alp | maria wife of bolesław iv curly | mstislav i of kiev | rostislav i of kiev | rurik rostislavich,mstislav i of kiev,maria wife of bolesław iv curly | mstislav i of kiev | roman i of kiev | rostislav i of kiev | rurik rostislavich,abd almuttalib | john westley | kaya alp | lyon cohen | maria wife of bolesław iv curly | mstislav i of kiev | roman i of kiev | rostislav i of kiev | rurik rostislavich | wenceslaus ii of bohemia,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
2cc66d74089011ebbd72ac1f6bf848b6,bridge_comparison,"Which film has the director born later, Life Hits or It'S In The Air?",Life Hits,Life Hits,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,anthony kimmins | christian e christiansen | its in air | life hits,claude weisz | its in air | life hits,life hits,anthony kimmins | brian kennedy gallery director | christian e christiansen | erdmann august hereditary prince of brandenburgbayreuth | his majesty and company | its in air | life hits | luc besson,anthony kimmins | christian e christiansen | claude weisz | fred roy krug | its in air | jacques décombe | life hits | sepideh farsi | w augustus barratt | yolonda ross,0.5,0.25,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0
95f1b1b6087511ebbd67ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, A Night'S Adventure or Insaciable?",Insaciable,Insaciable,1.0,1.0,False,short_chain,,armando bó | harry piel | insaciable | nights adventure,insaciable | la bestia humana | nights adventure | ravina actress,,harry piel | insaciable | nights adventure,armando bó | dmitri varfolomeyev footballer born 1978 | harry piel | insaciable | la bestia humana | miloš zličić | nights adventure | ravina actress | roman smishko | vadim vlasov,0.5,0.0,0.75,1.0,1.0,0.5714285714285714,0.0,0.7142857142857143,1.0,1.0
fcc41df80bda11eba7f7acde48001122,compositional,What is the place of birth of the composer of film Men With Brooms?,Calgary,"Calgary, Alberta",0.0,0.6667,False,missing_entities,A+_enhancement,men with brooms | paul gross,alonso mudarra | men with brooms | tarcisio fusco | thomas morse,aladdin aur jadui chirag | secret of mulan,alonso mudarra | big score 1983 film | billy joel | crazy heart soundtrack | life is what you make it film | manuel romero | men with brooms | selena | solange knowles | stewart dugdale | sébastien schuller | twilight saga breaking dawn – part 1 soundtrack | twilight saga breaking dawn – part 2 soundtrack | vijaya bhaskar | walter robinson composer,abe meyer | alonso mudarra | amedeo escobar | bert grund | henri verdun | men with brooms | paul gross | tarcisio fusco | thomas morse | walter ulfig,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0
eec1dcfb08b911ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director born later, Battle Of Memories or The Wedding Of Lilli Marlene?",Battle Of Memories,Battle Of Memories,1.0,1.0,False,missing_entities,A+_enhancement,arthur crabtree | battle of memories | leste chen | wedding of lilli marlene,battle of memories | claude weisz | martin honert | wedding of lilli marlene,arthur crabtree | luc besson,arthur crabtree | brian kennedy gallery director | luc besson | place of birth | wedding of lilli marlene,arthur crabtree | battle of memories | claude weisz | crime unlimited | leste chen | martin honert | sepideh farsi | w augustus barratt | wedding in monaco | wedding of lilli marlene,0.5,0.25,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0
d64d24180bd911eba7f7acde48001122,compositional,Where was the director of film Aylwin (Film) born?,"Weston-super-Mare, Somerset",Weston-super-Mare,0.0,0.6667,True,complete,B_repair,aylwin film | henry edwards actor,aylwin film | dana blankstein | ian barry director | olav aaraas,,aylwin film | david lynch | four eyed monsters | henry edwards actor | hubert sauper | león klimovsky | place of birth | tallgrass film festival,aylwin film | brian kennedy gallery director | dana blankstein | henry edwards actor | ian barry director | jason moore director | jesse e hobson | olav aaraas | peter levin | s n mathur,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
5d18eb8408e311ebbda4ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Hanuman Patal Vijay or Young And Dangerous: The Prequel?",Hanuman Patal Vijay,Hanuman Patal Vijay,1.0,1.0,False,missing_entities,A+_enhancement,andrew lau | hanuman patal vijay | homi wadia | young and dangerous prequel,hanuman patal vijay | homi wadia | vijay 1942 film | young and dangerous prequel,,andrew lau | brian kennedy gallery director | homi wadia | luc besson | place of birth | young and dangerous prequel,andrew lau | hanuman patal vijay | homi wadia | shri ganesh mahima | vijay 1942 film | young and dangerous 2 | young and dangerous 3 | young and dangerous 4 | young and dangerous 5 | young and dangerous prequel,0.75,0.0,0.75,1.0,1.0,0.8333333333333334,0.0,0.8333333333333334,1.0,1.0
8b16280408ce11ebbd94ac1f6bf848b6,comparison,Were Gotthilf Heinrich Ernst Muhlenberg and Todd Williams of the same nationality?,yes,no,0.0,0.0,True,complete,,gotthilf heinrich ernst muhlenberg | todd williams,gotthilf hagen | gotthilf heinrich ernst muhlenberg | heinrich ernst kayser | todd williams singer,,,ernst peymann | friedrich graf von wrangel | gotthilf hagen | gotthilf heinrich ernst muhlenberg | heinrich ernst beyrich | heinrich ernst kayser | henner henkel | todd williams | todd williams actor | todd williams singer,0.5,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.8,0.8
8dfa054a0bda11eba7f7acde48001122,compositional,What is the date of death of Peter Dale Scott's mother?,28 November 1993,28 November 1993,1.0,1.0,True,complete,,marian dale scott | peter dale scott,charles baron | peter dale scott | theodred ii bishop of elmham | thomas scott diver,marian dale scott,charles baron | diana guardato | eudocia daughter of valentinian iii | peter dale scott | trinidad tecson,charles baron | dale thayer | dale wimbrow | etan boritzer | marian dale scott | peter dale scott | peter dale swimmer | theodred ii bishop of elmham | thomas scott diver | tim scott baseball,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
a7f5782a0bdb11eba7f7acde48001122,compositional,Where did the founder of Ford Australia die?,Dearborn,Not specified,0.0,0.0,True,complete,,ford australia | henry ford,ford australia | henry ford | sky dayton | tim league,,baree son of kazan 1925 film | edwin l marin | erdmann august hereditary prince of brandenburgbayreuth | fighting demon | ford australia | ford performance vehicles | geoff polites | henry ford | homi wadia | john de margheriti | magdalene of jülichclevesberg | rostislav i of kiev,cyrus massoumi | ford australia | ford germany | ford performance vehicles | geoff polites | henry ford | john de margheriti | sky dayton | tim league | tsuruichi hayashi,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9f500386089111ebbd73ac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, Rolling In Money or A Fine, Windy Day? ",Rolling In Money,Rolling In Money,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,albert parker director | fine windy day | lee jangho | rolling in money,ben palmer | fine windy day | rolling in money | scotty fox,,albert parker director | brian kennedy gallery director | luc besson | place of birth,albert parker director | ben palmer | dan milne | elliot silverstein | fine windy day | lee jangho | logan sandler | rolling in money | rufus norris | scotty fox,0.5,0.0,0.25,1.0,1.0,0.5714285714285714,0.0,0.2857142857142857,0.8571428571428571,0.8571428571428571
95561eb008e111ebbda2ac1f6bf848b6,bridge_comparison,"Which film has the director born later, Best Of The Best 3: No Turning Back or Ven Mi Corazón Te Llama?",Best Of The Best 3: No Turning Back,Best Of The Best 3: No Turning Back,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,best of best 3 no turning back | manuel romero | phillip rhee | ven mi corazón te llama,best of best 3 no turning back | mercedes quintana | ven mi corazón te llama,,best of best 3 no turning back | brian kennedy gallery director | luc besson | place of birth | ven mi corazón te llama,best of best 3 no turning back | bryan anderson author | claude weisz | david peters poker player | lane that had no turning | manuel romero | mercedes quintana | phillip rhee | ven mi corazón te llama | w augustus barratt,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0
f8819f3308a011ebbd78ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, The Death Kiss or Her Luck In London?",Her Luck In London,Her Luck In London,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,death kiss | edwin l marin | her luck in london | maurice elvey,abhishek saxena | andrew s gilbert | ben palmer | death kiss,death kiss | edwin l marin | her luck in london,brian kennedy gallery director | death kiss | edwin l marin | her luck in london | luc besson | paris interlude,abhishek saxena | andrew s gilbert | anna makino | ben palmer | death kiss | edwin l marin | g marthandan | her luck in london | luck in pawn | maurice elvey,0.25,0.75,0.75,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,1.0,1.0
22a62e140bde11eba7f7acde48001122,compositional,"When did Joanna Of Aragon, Countess Of Foix's mother die?",23 October 1378,23 October 1378,1.0,1.0,False,missing_entities,A+_enhancement,joanna of aragon countess of foix | martha of armagnac,joanna of aragon countess of ampurias | joanna of aragon countess of foix | john i count of foix,martha of armagnac,dance of death disambiguation | diana guardato | eudocia daughter of valentinian iii | faces of death vi | isabella countess of foix | joanna of aragon countess of ampurias | joanna of aragon countess of foix | martha of armagnac,eleanor of aragon countess of toulouse | germaine of foix | isabella countess of foix | joan countess of toulouse | joanna of aragon countess of ampurias | joanna of aragon countess of foix | john i count of foix | martha of armagnac | matthew count of foix | philippa of coimbra,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
f64d2f04086111ebbd5dac1f6bf848b6,bridge_comparison,"Which film whose director is younger, Hell To Pay (2014 Film) or Darwin'S Nightmare?",Darwin'S Nightmare,Darwin'S Nightmare,1.0,1.0,False,missing_entities,A+_enhancement,darwins nightmare | hell to pay 2014 film | hubert sauper | jay jennings,hell of borneo | hell to pay 2014 film | helltopay austin | hubert sauper,,,circle 2014 film | darwins nightmare | hell of borneo | hell to pay 2014 film | helltopay austin | hubert sauper | jay jennings | la bestia humana | lisa bruce | orla orourke,0.5,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334
fec1cc4a087911ebbd67ac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",Así En El Cielo Como En La Tierra,Así En El Cielo Como En La Tierra,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,así en el cielo como en la tierra | buck and preacher | josé luis cuerda | sidney poitier,así en el cielo como en la tierra | cuando en el cielo pasen lista | jesús rosas marcano | pablo portillo,,así en el cielo como en la tierra | brian kennedy gallery director | buck and preacher | josé luis cuerda | luc besson | place of birth | sidney poitier,así en el cielo como en la tierra | buck and preacher | cinco gallinas y el cielo | cuando en el cielo pasen lista | el cielo en las manos | jesús rosas marcano | josé luis cuerda | pablo portillo | sidney poitier | w augustus barratt,0.25,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0
0729da3c0bde11eba7f7acde48001122,compositional,"What is the date of death of Philibert I, Duke Of Savoy's mother?",23 August 1478,23 August 1478,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,philibert i duke of savoy | yolande of valois,andré provana de leyni | philibert i duke of savoy | yolande of valois,,philibert i duke of savoy | yolande of valois,andré provana de leyni | francesco vimercato | isabella of savoy | philibert i duke of savoy | prince eugenio duke of genoa | princess catherine beatrice of savoy | princess luisa cristina of savoy | rené of savoy | yolande louise of savoy | yolande of valois,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
65a915cc0bda11eba7f7acde48001122,compositional,Which country Count Of St. Germain's father is from?,Hungarian,Hungary,0.0,0.0,False,missing_entities,A+_enhancement | B_repair,count of st germain | francis ii rákóczi,fernand st germain | henry count of looz | ray st germain,count of st germain,amalia of cleves | barthold butenschøn sr | count of st germain | eystein glumra | hasanaga sadigov | maria wife of bolesław iv curly | owen tudor | place of birth | ramiro sánchez | stephen v of hungary,antoinejoseph mège | count of st germain | fernand st germain | francis ii rákóczi | gerry st germain | henry count of looz | mark st germain | pepin iii count of vermandois | ray st germain | tabitha st germain,0.0,0.5,0.5,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0
77dc576a0bdd11eba7f7acde48001122,compositional,Where was the director of film He'S A Cockeyed Wonder born?,London,England,0.0,0.0,False,missing_entities,A+_enhancement,hes cockeyed wonder | peter godfrey director,dana blankstein | emmanuel adewole | hes cockeyed wonder,peter godfrey director,brian kennedy gallery director | hes cockeyed wonder | luc besson | peter godfrey director | place of birth,brian kennedy gallery director | dana blankstein | emmanuel adewole | hes cockeyed wonder | ian barry director | jesse e hobson | olav aaraas | peter godfrey director | peter levin | s n mathur,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
d18d25fa084f11ebbd56ac1f6bf848b6,bridge_comparison,"Which film has the director died first, Köpekler Adası or Twisted Mistress?",Twisted Mistress,Twisted Mistress,1.0,1.0,True,complete,,andré cayatte | halit refiğ | köpekler adası | twisted mistress,köpekler adası | le masque de la méduse | ravina actress | thulasi 1987 film | witold leszczyński,halit refiğ | william c mcgann,brian kennedy gallery director | dance of death disambiguation | faces of death vi | köpekler adası | luc besson | twisted mistress,andré cayatte | halit refiğ | köpekler adası | le masque de la méduse | mohsen eslamzadeh | querelle | ravina actress | thulasi 1987 film | twisted mistress | witold leszczyński,0.25,0.25,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0
1a3535d20bdd11eba7f7acde48001122,compositional,Which award the composer of film Howrah Bridge (Film) earned?,Filmfare Award,Filmfare Award,1.0,1.0,False,disconnected,B_repair,howrah bridge film | o p nayyar,howrah bridge film | yuva,howrah bridge film | o p nayyar,alonso mudarra | howrah bridge film | martin scorsese | peter jackson | sean penn | sidney poitier | walter robinson composer | yuva,abe meyer | alonso mudarra | amedeo escobar | bert grund | henri verdun | howrah bridge film | o p nayyar | thomas morse | walter ulfig | yuva,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
cab3205608d411ebbd98ac1f6bf848b6,comparison,"Which film came out earlier, Der Wixxer or The Butterfly Room?",Der Wixxer,Der Wixxer,1.0,1.0,True,complete,,butterfly room | der wixxer,butterfly 2007 film | butterfly lovers 2008 film | butterfly room | der wixxer,,butterfly room | der wixxer,bbn butterfly | butterfly 2007 film | butterfly bend | butterfly lovers 2008 film | butterfly monarch | butterfly room | butterfly super sky cycle | butterflys dream | der wixxer | dis skipper,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
06df84220bda11eba7f7acde48001122,compositional,"Where was the husband of Wilhelmine Of Prussia, Margravine Of Brandenburg-Bayreuth born?",Weferlingen,Weferlingen,1.0,1.0,False,missing_entities,A+_enhancement,frederick margrave of brandenburgbayreuth | wilhelmine of prussia margravine of brandenburgbayreuth,marie of prussia margravine of brandenburgbayreuth | wilhelmine of prussia margravine of brandenburgbayreuth,frederick margrave of brandenburgbayreuth | wilhelmine of prussia margravine of brandenburgbayreuth,isabella countess of foix | magdalene of jülichclevesberg | marie of prussia margravine of brandenburgbayreuth | martha de laurentiis | place of birth | princess alice of battenberg | princess sophie caroline of brunswickwolfenbüttel | sophie charlotte of württemberg | wilhelmine of prussia margravine of brandenburgbayreuth,anna maria von eggenberg née brandenburgbayreuth | erdmann august hereditary prince of brandenburgbayreuth | frederick christian margrave of brandenburgbayreuth | frederick margrave of brandenburgbayreuth | george frederick charles margrave of brandenburgbayreuth | george william margrave of brandenburgbayreuth | margravine sophie christine of brandenburgbayreuth | marie of prussia margravine of brandenburgbayreuth | princess sophie caroline of brunswickwolfenbüttel | wilhelmine of prussia margravine of brandenburgbayreuth,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
36ecf33a0bde11eba7f7acde48001122,compositional,Where did the director of film Things Behind The Sun study?,"UCLA School of Theater, Film and Television","UCLA School of Theater, Film and Television",1.0,1.0,False,missing_entities,A+_enhancement,allison anders | things behind sun,now where did 7th company get to | seventh company outdoors | things behind sun,allison anders,allison anders | etan boritzer | jeanjacques rousseau,allison anders | brian kennedy gallery director | dana blankstein | ian barry director | jason moore director | now where did 7th company get to | olav aaraas | peter levin | seventh company outdoors | things behind sun,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
c2ccbd23087811ebbd67ac1f6bf848b6,comparison,"Are the movies About A Wife, A Dream And Another... and The Doolins Of Oklahoma, from the same country?",no,no,1.0,1.0,False,missing_entities,A+_enhancement | B_repair,about wife dream and another | doolins of oklahoma,about wife dream and another | david boren | doolins of oklahoma | night at movies,,,about wife dream and another | at movies | danny c williams sr | david boren | doolins of oklahoma | logan county oklahoma | night at movies | pat oneal | patience latting | spencer bernard politician,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
ce9cda1608a111ebbd79ac1f6bf848b6,comparison,"Which film was released first, My Friend Pinto or Vindhyarani?",Vindhyarani,Vindhyarani,1.0,1.0,True,complete,A+_enhancement,my friend pinto | vindhyarani,my friend flicka film | my friend ganesha 3 | my friend irma film | my friend pinto,,,devil my friend | my friend flicka film | my friend ganesha 3 | my friend irma film | my friend irma goes west | my friend joe | my friend lefterakis | my friend pinto | vindhyarani | wonderful world of captain kuhio,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0
c4bdfbea08c911ebbd92ac1f6bf848b6,comparison,Was Ausaf Ali or Steven Perry born first?,Ausaf Ali,Ausaf Ali,1.0,1.0,True,complete,A+_enhancement,ausaf ali | steven perry,ausaf ali | cheshmeh ali | dehe ali | steven perry,ausaf ali | steven perry,place of birth,ausaf ali | cheshmeh ali | dehe ali | john d perry | stephen brown | stephen hill | stephen williams | steve miller | steve wilson | steven perry,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
500cf3b40bda11eba7f7acde48001122,compositional,What is the place of birth of Aurelio De Laurentiis's father?,Torre Annunziata,unsupported,0.0,0.0,True,complete,,aurelio de laurentiis | luigi de laurentiis,aurelio de laurentiis | veronica de laurentiis,,aurelio de laurentiis | barthold butenschøn sr | eystein glumra | luigi de laurentiis | stephen v of hungary,arthur beauchamp | aurelio de laurentiis | cleomenes ii | giada de laurentiis | john templeton botanist | luigi de laurentiis | martha de laurentiis | obata toramori | raffaella de laurentiis | veronica de laurentiis,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
f0441dea0bd911eba7f7acde48001122,compositional,Where was the founder of magazine Amazing Stories born?,Luxembourgish,Luxembourg,0.0,0.0,True,complete,,amazing stories | hugo gernsback,amazing stories,hugo gernsback,hugo gernsback | john de margheriti | place of birth,amazing stories | bradley smith photographer | cyrus massoumi | hugh mcgary jr | hugo gernsback | john de margheriti | marco roth | sky dayton | sue fennessy | tsuruichi hayashi,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
afc5b57c0bdd11eba7f7acde48001122,compositional,Where did Crow Foot's father die?,United States,Standing Rock Indian Reservation,0.0,0.0,True,complete,,crow foot | sitting bull,crow foot | place of birth | where was i,sitting bull,crow foot | crowfoot new jersey | dance of death disambiguation | faces of death vi | sitting bull,beaulieusurloire | crow foot | crowfoot new jersey | daisuke higuchi | motherland disambiguation | place of birth | sitting bull | where was i,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
