dataset,qid,type,em,f1,risk_score,graph_audit_score,risk_bin,audit_state,gap_type,answer_selected,answer_not_selected,chain_incomplete,residual_graph_gap,unrepaired_incomplete
hotpot,5a72ac8a5542992359bc3164,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab7de455542992aa3b8c864,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a84d80c5542992a431d1ab5,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a85a2845542997175ce1fe1,comparison,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5adcfbf45542990d50227d86,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a7d2afd5542995f4f402221,comparison,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7d1e685542995ed0d165f7,bridge,0.0,0.6667,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab439f055429942dd415eef,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8d4cf35542994ba4e3dc5f,bridge,0.0,0.0,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5add016e5542992c1e3a250b,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ac4efa85542991943173a04,comparison,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab474135542991751b4d77b,bridge,0.0,0.2857,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a83880e554299123d8c214e,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7458ff55429979e2882918,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab8494d55429916710eb016,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adfff0755429925eb1afbce,bridge,0.0,0.6667,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7283355542991f9a20c4b1,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8fa2955542992414482b11,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a888abc5542997e5c09a604,comparison,1.0,1.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5ae0d7bf5542990adbacf67b,comparison,0.0,0.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5ae446fc5542995ad6573d24,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac4e593554299076e296e37,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a72af155542992359bc316c,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac23f5655429951e9e684d9,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab5d4eb5542992aa134a3aa,bridge,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a75f0bf5542994ccc91866b,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7129685542994082a3e5fa,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7220f055429971e9dc92ac,bridge,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a8787915542996e4f30882e,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a80c79155429938b61421da,bridge,1.0,1.0,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5a7b63eb55429931da12ca7e,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5adfee9c55429906c02daa8a,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae33fa95542990afbd1e0f2,comparison,1.0,1.0,1,1,1,fallback_incomplete,complete,True,False,True,False,False
hotpot,5ab7fa4f5542993667794080,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a70f0a75542994082a3e403,bridge,0.0,0.6667,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae74eeb5542991bbc9761e1,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab71b5c5542991d3222377e,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ab96c93554299743d22eb63,comparison,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5abd4f2e5542993062266c4b,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac24ad7554299636651995a,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae0432a55429924de1b7081,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a887898554299206df2b2a2,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a861ea85542994775f60700,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae457a95542996836b02c85,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8f799d55429918e830d22d,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8cc08455429941ae14deea,bridge,0.0,0.0,5,3,4+,unrepaired_incomplete,short_chain,False,True,True,True,True
hotpot,5ae6fee3554299572ea54670,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abdff775542993f32c2a082,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a7a70b355429941d65f2647,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a87bada5542994846c1cddc,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abaad5855429901930fa88f,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ae55d1e55429960a22e02cb,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7ce100554299683c1c63b5,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5add60905542995b365fab1d,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac4f9db55429924173fb532,comparison,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5adf043b5542993a75d263d4,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8ad6db55429950cd6afba7,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adfed5e55429942ec259b92,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8f51185542992414482a3d,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a893fc855429951533612f0,comparison,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ae34a225542992e3233c370,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7e08b55542997cc2c474fe,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac1b8ee5542994d76dccedc,comparison,0.0,0.5,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a74bdce55429929fddd84e1,comparison,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a81028b55429938b614228a,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac3d4b6554299204fd21e93,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a72f74a55429901807daf59,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ab9988b554299131ca4238e,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5adf75e35542993344016c98,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a726b0f5542997f827839be,comparison,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab6ba045542995eadef007e,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ac2cb125542996773102626,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abdf68c5542993f32c2a06b,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7a9b9a5542990198eaf160,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac18b585542994ab5c67d76,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adc2f53554299438c868d6d,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7e49e05542991319bc9463,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8db348554299068b959dc2,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a89e95c5542992e4fca8474,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a734bb65542994cef4bc50f,bridge,0.0,0.4,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a75eca555429976ec32bca8,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abd259d55429924427fcf1a,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5adfdef9554299025d62a36b,bridge,0.0,0.6667,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7f244255429934daa2fcec,bridge,0.0,0.8571,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8fae205542997ba9cb32ec,bridge,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a87868c5542996e4f308828,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adff4a555429925eb1afb91,comparison,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7aa0a55542990198eaf165,comparison,1.0,1.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a7bd25a554299294a54ab13,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7542425542996c70cfaecc,comparison,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7b24fe55429931da12c9f7,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7a276d5542996c55b2dd27,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ac325495542995ef918c12e,bridge,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a75fbe855429976ec32bcde,comparison,0.0,0.0,4,2,4+,unrepaired_incomplete,complete,False,True,True,False,True
hotpot,5a74f8bd5542993748c8976a,bridge,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7b40cd5542995eb53be8d4,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abf12f25542997719eab667,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab9b4a555429970cfb8eb75,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a8af1e255429950cd6afc28,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a7dec305542995ed0d16679,comparison,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ade6eb65542992fa25da782,bridge,0.0,0.8889,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abb30755542996cc5e49fd8,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a77671255429966f1a36d21,comparison,0.0,0.6667,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a886b7555429938390d3f4d,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a84de255542991dd0999e06,comparison,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ade17d255429939a52fe80e,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a83041355429966c78a6ae8,comparison,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adfc06d55429906c02daa2a,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adcd9fe5542990d50227d46,comparison,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5ae074aa5542993d6555eb54,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ae2e06d55429928c4239521,comparison,0.0,0.6667,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8a06455542992e4fca84db,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a874e9b554299211dda2bd3,bridge,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5abdcad155429965af743e4d,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abc7bc45542993a06baf8ef,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ac097b05542996f0d89cc18,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a78d16455429974737f78bb,comparison,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a886886554299206df2b258,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5ae81032554299540e5a572a,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac2f1d1554299218029dba4,comparison,0.0,0.0,4,2,4+,repaired_incomplete,short_chain,False,True,True,True,False
hotpot,5a79d2fe5542994f819ef0c3,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8a575a554299515336136e,bridge,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5ae39fb85542990afbd1e197,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7e31c055429934daa2fbee,comparison,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a8b128455429971feec463b,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7c99705542990527d554de,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8771595542993e715abf46,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a76404b5542994ccc91873d,comparison,0.0,0.0,4,2,4+,unrepaired_incomplete,complete,False,True,True,False,True
hotpot,5ab56f7a554299637185c59a,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5abd05e655429965836004f1,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ade636255429939a52fe896,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7faed65542994857a767b6,bridge,0.0,0.5,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a831af855429954d2e2ec1e,comparison,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7643675542994ccc918747,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ae4bcfc55429913cc2044eb,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac44b47554299194317396c,comparison,0.0,0.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a7c96765542990527d554d8,comparison,0.0,0.8571,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7bb52355429927d897c01a,bridge,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a8fdb955542990a98493572,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8b83bc55429949d91db5c0,bridge,0.0,0.6667,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adcfb5f5542990d50227d81,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ae0b8bb55429924de1b7145,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7a1d305542990783324e66,comparison,0.0,0.6667,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a80b35c5542992bc0c4a7b8,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab870ee5542990e739ec8f6,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adc6c4c5542994650320ce0,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac3bab155429939154138fb,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5abff00c5542994516f45537,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ab5574b554299488d4d994e,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7ab1b055429927d897bef4,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abeebe25542993fe9a41d9c,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5adf099a5542992d7e9f927f,comparison,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5adfec5f55429942ec259b8d,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a889d18554299206df2b310,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5abb61c0554299642a094a86,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a84eecd5542994c784dda8e,bridge,0.0,0.6667,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7f53ff5542992097ad2f17,bridge,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a77c74155429967ab105291,comparison,0.0,0.3333,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a88f7855542993b751ca8da,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a7a06525542990198eaf04f,comparison,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adf82945542993344016ca4,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a88016b5542997e5c09a58a,bridge,0.0,0.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5abe731255429965af743f0e,comparison,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7b5af7554299042af8f752,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a7e0bb65542997cc2c4750a,bridge,0.0,0.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a8bc29a5542995d1e6f1446,bridge,0.0,0.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a84a7f95542992a431d1a85,bridge,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5ab862f95542992aa3b8c8d4,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae0fe4e554299422ee995a9,bridge,0.0,0.6667,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5a7d119d5542995ed0d165d5,comparison,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5a846c005542990548d0b2b3,bridge,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ac308135542990b17b154f4,bridge,0.0,0.0,2,0,2,verified_complete,complete,False,True,False,False,False
hotpot,5ab29624554299545a2cf9b5,comparison,0.0,0.8,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5ae17a9b5542990adbacf7a2,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a85b2d95542997b5ce40028,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8e3ed7554299068b959e82,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a83ab355542990548d0b218,comparison,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a83a7e15542992ef85e2347,bridge,0.0,0.4,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a7616755542992d0ec06028,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8d7edc55429941ae14dfdc,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ac2546a554299636651997b,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ae1412a55429920d523434c,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ade286e5542997c77aded81,comparison,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8241a855429940e5e1a819,bridge,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5ab6238e554299710c8d1e6d,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a738fb4554299623ed4abf9,comparison,1.0,1.0,2,2,2,repaired_incomplete,short_chain,True,False,True,True,False
hotpot,5a7a15d35542996a35c170c4,bridge,0.0,0.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a791ce955429974737f798e,bridge,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a8aed1755429950cd6afbf1,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a78daf855429970f5fffdae,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5a82bc7455429940e5e1a926,bridge,1.0,1.0,3,1,3,repaired_incomplete,missing_entities,False,True,True,False,False
hotpot,5ab4774d5542991751b4d781,bridge,0.0,0.1818,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a7759fc5542993569682d60,comparison,1.0,1.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ab6c47e55429954757d3368,bridge,0.0,0.8571,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a7ce444554299683c1c63c1,bridge,1.0,1.0,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5ae4932855429970de88d9b8,bridge,0.0,0.8,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5ade7fa3554299728e26c727,bridge,0.0,0.0,0,0,0,repaired_complete,complete,True,False,False,False,False
hotpot,5a79240955429974737f79a4,comparison,1.0,1.0,1,1,1,repaired_incomplete,missing_entities,True,False,True,False,False
hotpot,5a8ec7cc5542995a26add518,comparison,1.0,1.0,2,0,2,repaired_complete,complete,False,True,False,False,False
hotpot,5a8a2e465542996c9b8d5e32,bridge,0.0,0.3333,3,3,3,unrepaired_incomplete,short_chain,True,False,True,True,True
hotpot,5a85d4ad5542997175ce2050,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
hotpot,5adc2ae5554299438c868d64,comparison,1.0,1.0,0,0,0,verified_complete,complete,True,False,False,False,False
