qid,question,prediction,gold,em,f1,error
5ae164cf5542997b2ef7d1cd,"What platinum selling track was included on the album ""The Warrior's Code"" with lyrics by Woody Guthrie?","""Black Rose""",I'm Shipping Up to Boston,0,0.0000,
5ae4957155429970de88d9bc,Who has the highest scope of profession in Peter Yates or Jang Joon-hwan ,insufficient information,Peter James Yates,0,0.0000,
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Andraé Edward Crouch,Larnelle Harris,0,0.0000,
5ab88c075542991b5579efbe,"Which ""The Chronicles of Narnia"" character is prominently featured in ""The Lion, the Witch and the Wardrobe"" and is a close friend with Lucy Pevensie whom she meets in the Lantern Waste.",Mr. Tumnus,Mr. Tumnus,1,1.0000,
5ae201465542997f29b3c1f7,"Which of the case was held in a higher ranking court, South Dakota v. Dole or Rogers v. Okin?",South Dakota v. Dole,South Dakota v. Dole,1,1.0000,
5a8b3e985542995d1e6f131c,"Where is the brand ""Moe's Southwest Grill"" owned based?","Sandy Springs, Georgia","It is based in Sandy Springs, Georgia",0,0.6000,
5a84abaf5542997b5ce3ff06,"Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933, and is the oldest franchise in the AFC?",Pittsburgh Steelers,Pittsburgh Steelers,1,1.0000,
5a7481d755429974ef308c12,On which television network did Joe Penny play an investigator named Jake Styles?,CBS,CBS,1,1.0000,
5a851cc85542997b5ce3ffa3,Are both French Spaniel and Beagle universally recognized breeds?,no,no,1,1.0000,
5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,The Offspring,1,1.0000,
5ac439005542995c82c4acf9,where was the 2006 Commonwealth Games that Mmoloki Nogeng won a bronze medal at held?,"Melbourne, Australia","Melbourne, Australia",1,1.0000,
5adcecbd5542992c1e3a24b7,The water-based dark ride in Walt Disney is connected to a song known for what?,a theme of global peace,most performed song of all time,0,0.2000,
5ab4482b55429942dd415f09,"Which filmmaker is considered a pioneer, Herschell Gordon Lewis or Leah Meyerhoff?",Herschell Gordon Lewis,Herschell Gordon Lewis was a pioneer,0,0.7500,
5ade28b15542997c77aded83,Is the Virgilia found in Africa? And is Koeleria found all over?,"No, yes",yes,0,0.6667,
5a89e0ec5542992e4fca8427,What philosophical system did the author of a novel about Howard Roark develop?,Objectivism,Objectivism,1,1.0000,
5a840a9e5542992ef85e2397,"What is this group referred to as that this Russian composer, who wrote ""The Songs and Dances of Death,"" is a member of?",The Five,The Five,1,1.0000,
5a88a1475542997e5c09a646,"Which genus has more species, Salvia or Arachis?",Salvia,Salvia,1,1.0000,
5a8de02b554299068b959e13,What team did Robbie Keane play for after Inter Milan?,Celtic,Republic of Ireland national team,0,0.0000,
5a83ed9b55429933447460b8,Cistus and Stapelianthus are both forms of what?,plants,flowering plants,0,0.6667,
5a8682755542996432c571cf,What is the official English name of the country in which Ain Timguenai is located?,Algeria,the Kingdom of Morocco,0,0.0000,
5ac5199a5542994611c8b38a,Can Stenocereus and Pachypodium both include tree like plants?,yes,yes,1,1.0000,
5ab6bdd255429953192ad36e,In what country are both Ugni and Stenomesson native plants?,Chile,Chile,1,1.0000,
5ac2a10e554299657fa28fec,What year did a blacklisted screenwriter share an Academy Award with Michael Kanin?,1942,1942,1,1.0000,
5a8db9b3554299068b959dde,What animal does Mahratta Greyhound and Tibetan Spaniel have in common?,dog,dog,1,1.0000,
5a79258a55429974737f79a8,"In the seventh-largest country in Africa, what is the oil prodcution of the city at the mouth of the Congo River?",The context passages do not provide information about oil production of the city at the mouth of the Congo River,1200000 oilbbl/d,0,0.0000,
5a838eba5542992ef85e22fe,Which documentary film was released first Tar Creek or Volcanic Sprint?,Volcanic Sprint,Volcanic Sprint,1,1.0000,
5a87ab905542996e4f3088c1,The arena where the Lewiston Maineiacs played their home games can seat how many people?,"5,000","3,677 seated",0,0.0000,
5a71674f5542994082a3e819,When was the magazine Sam Duckworth got his name Get Cape. Wear Cape. Fly from launched?,2004,January 2004,0,0.6667,
5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,Hayley Mills,Mary Astor,0,0.0000,
5abe36aa5542993f32c2a08f,Was American Scientist or Dwell published first?,American Scientist,American Scientist,1,1.0000,
5a7b01645542992d025e6734,What property do the films Sweet Crude and Tunisian Victory share?,Both are documentary films.,documentary,0,0.4000,
5a8081975542992097ad2fef,"Who directed more films, Leslie Goodwins or Kenneth Webb?",Leslie Goodwins,Leslie Goodwins,1,1.0000,
5ac54ca45542993e66e822d5,What was the title of the debut studio album by Weezer which contained the hit Buddy Holly and Undone – The Sweater Song?,Weezer,The Blue Album,0,0.0000,
5ae28f43554299492dc91c2f,Is Chicago Rockford International Airport or McClellan–Palomar Airport closer to their nearest cities?,Chicago Rockford International Airport,McClellan–Palomar Airport,0,0.3333,
5ab9560855429970cfb8ea73,"How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?",13,13 people,0,0.6667,
5a8a833855429970aeb702fe,How many rooms are in the hotel that is home to the Cirque du Soleil show Mystere?,1734,"2,664",0,0.0000,
5ade84d7554299728e26c72b,Do D-A-D and Gândul Mâței play the same style of rock music?,no,no,1,1.0000,
5a7dd6cd5542995f4f4022cd,Venus is a play by an American playwrite who what what prize?,Pulitzer Prize for Drama,Pulitzer Prize,0,0.6667,
5ab6ba9d5542995eadef0083,What is the first name of the mother of the artist who interpreted Karla  Bonoff's Tell Me Why ?,Linda,Naomi,0,0.0000,
5a81df7d55429926c1cdadaa,The 2014–15 UEFA Champions League knockout phase lead to the final of the 23rd season since it was renamed from what?,European Champion Clubs' Cup,European Champion Clubs' Cup,1,1.0000,
5a7758895542994aec3b729c," Which American rock band, Sugar Ray or Against the Current gained mainstream fame in the 1990's?",Sugar Ray,rock,0,0.0000,
5ae518ae5542993aec5ec13c,Were the documentaries  One Big Hapa Family and A Film Unfinished directed by the same person?,no,no,1,1.0000,
5ade6b67554299728e26c71c,"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,1,1.0000,
5adf62d05542992d7e9f932d,Which number-one single is Michael Steele responsible for?,Walk Like an Egyptian,"""Walk Like an Egyptian""",1,1.0000,
5a82301155429926c1cdae4a,How much was Ammon Bundy's son ordered to pay in grazing fees?,0,over $1 million,0,0.0000,
5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,Pacific War,the Asia-Pacific War,0,0.5000,
5ab9d44255429939ce03dc36,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,1,1.0000,
5ae32b6755429928c4239644,Wendy Ayche was featured in 2016 in an annual production created by Youtube and what other organization?,Google,Portal A Interactive,0,0.0000,
5a7265a95542992359bc307a,In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?,2008,in 2000,0,0.0000,
5ab1e36d554299449642c7f9,Are Northwestern University and Middlebury College both private schools?,yes,yes,1,1.0000,
5a88082055429938390d3ed2,"Abba Kovner  was a Jewish Hebrew and Yiddish poet, writer and cousin of the youngest and longest surviving signatory of what?",Israeli Declaration of Independence,Israeli Declaration of Independence,1,1.0000,
5ab27389554299722f9b4d2f,"What is the name of the black belt in Brizilian Jiu Jitsu who trains extensively under striking coach Ray Bronx Longo in Garden City, New York?",Peter 'Drago' Sell,Peter 'Drago' Sell,1,1.0000,
5a7ab1e955429931da12c95d,Where are the main administrative offices of the institute located where K. S. Babu earned his PhD in 1986?,"University of Maryland, College Park",Honolulu,0,0.0000,
5ac0d9a35542992a796ded90,Are Hungry Hungry Hippos and Parcheesi both published by Parker Brothers?,no,no,1,1.0000,
5ae26fad554299495565da6f,Which historical drama filmed in the Winter Palace of the Russian State Hermitage Museum stars Sergey Dreyden?,Russian Ark,Russian Ark,1,1.0000,
5a7e02cf5542997cc2c474f4,What distinction did Variety give in 2014 to one of the stars from the film Aztec Warrior?,insufficient information,most influential Hispanic male in the entertainment industry,0,0.0000,
5ac2d1d755429921a00ab053,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,Roberta Vinci,1,1.0000,
5ab7af9d5542993667793fe9,Are both Dodgy and Massive Attack based in the same country?,no,yes,0,0.0000,
5ae377415542992e3233c40a,"Which author was a dentist, Zane Grey or Bhabananda Deka?",Pearl Zane Grey,Pearl Zane Grey,1,1.0000,
5ac023045542996f0d89cb32,What did the main character of the Novel whose second sequel was published by Viking Adult go to college?,college,New York,0,0.0000,
5a8b2d3255429950cd6afc60,Where is the basketball team that Mike DiNunno plays for based ?,Cheshire,Ellesmere Port,0,0.0000,
5a7df25a5542990b8f503b02,What did the screewriter for a 2013 psychological thriller film directed by Denis Villeneuve get a Goya Award nomination for Best Adapted Screenplay at the 27th Goya Awards for? ,Invader (Invasor),"""Invader (Invasor)""",1,1.0000,
5ab1e984554299340b525428,which is larger Asante Traditional Buildings or Gulangyu?,Gulangyu,Gulangyu,1,1.0000,
5ac275f155429921a00aaf82,what did the second largest city by population in vietnam also serve as in the first indochina war? ,capital of the Democratic Republic of Vietnam and the headquarters of the Viet Minh,Viet Minh's base,0,0.1429,
5a8be7735542997f31a41df2,What conference does the team that drafted Derrick Hamilton in 2004 belong to?,National Football League (NFL),National Football Conference (NFC) West,0,0.4444,
5a74bc1555429929fddd84dd,"Which movie was released first, Fantastic Mr. Fox or Khan Kluay?",Khan Kluay,Khan Kluay,1,1.0000,
5adfcc625542992d7e9f93d3,Is The Moon-Spinners and Oceans both documentaries?,no,no,1,1.0000,
5a877dd65542993e715abf79,Were Halldór Laxness and Timothy Leary from the same country?,no,no,1,1.0000,
5a843cf35542996488c2e51b,What industry did both William Todd Field and Zoltan Korda work in?,Film,film,1,1.0000,
5a888c9d5542997e5c09a612,"Who is from farther west, Halestorm or Audioslave?",Audioslave,Audioslave,1,1.0000,
5a7f18a35542994959419aa6,On which coast can the California Aqueduct and the Lake Washington Ship Canal be found?  ,Pacific Coast,west,0,0.0000,
5ade5e335542992fa25da766,What was both John Cheever and Laura Ingalls Wilder occupations?,writer,American writer,0,0.6667,
5ae3606b5542991a06ce99a8,"Philip Carlo, the author of the biography of the mob assasin Richard Kuklinsk, died of which diease?i, ",amyotrophic lateral sclerosis,Lou Gehrig's Disease,0,0.0000,
5ae3fd195542995dadf2428d,Are Jim Lindberg and Alison Moyet singers of the same nationality?,no,no,1,1.0000,
5a7607b6554299109176e619,What is the name of the man who was partners with the electrical engineer that was awarded the Nobel Prize in Physics in December 2000?,Jack Kilby,Robert Noyce,0,0.0000,
5a7df7115542990b8f503b0f,Who was born first out of Todd Field and Aaron Katz?,Todd Field,William Todd Field,0,0.8000,
5a81f10055429903bc27ba06,Sum 41 and Passion Pit have what in common?,both are bands,Passion Pit is an American indietronica band,0,0.0000,
5adf49935542993a75d26491,Are Power Grid and Vanished Planet both cooperative board games?,no,no,1,1.0000,
5ab6e865554299710c8d1fad,Between Danny Elfman and Fran Healy who has worked in more diverse fields?,Danny Elfman,Elfman,0,0.6667,
5a770d785542993569682cad,The Stone Book series is set in what country? ,United Kingdom,North West England,0,0.0000,
5ae0b7cf554299603e418446,"Which dog originated in Galicia, the Bullenbeisser or Can de Palleiro?",Can de Palleiro,Can de Palleiro,1,1.0000,
5ae5559c55429960a22e02ba,John Roger Kirkpatrick Scott was a member of the U.S. House of Representatives from a Commonwealth that borders what to the east?,Atlantic Ocean,New Jersey,0,0.0000,
5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.","Monsters, Inc.",1,1.0000,
5a7bbee85542997c3ec97270,Rafe Hernandez is a fictional character who played with Chrishell Stause's charachter on Days of our live?,yes,Jordan Ridgeway,0,0.0000,
5a7f97c05542995d8a8ddeb0,Whom was the cofounder of Orange County Choppers and appeared with Paul Teutul Sr on American Chopper?,Paul Teutul Jr.,Paul Teutul Jr.,1,1.0000,
5a89df265542992e4fca840d,"Which was developed first, Dick Smith Super-80 Computer or Pecom 32?",Dick Smith Super-80,Dick Smith Super-80,1,1.0000,
5a83431d5542993344745ff5,The company that created a keychain RFDI device created to allow electronic payment at McDonald's and 400 other Chicago area restaurants is headquartered in what city and state?,"New York, New York","San Jose, California",0,0.0000,
5a75e33855429976ec32bc74,Which team's 2013-2014 season had players including a Slovenian who plays at both the point guard and shooting guard positions?,Miami Heat,the Phoenix Suns,0,0.0000,
5a7e21165542995ed0d166a2,"Who is younger, Billy Idol or Ray Wilson?",Ray Wilson,Raymond Wilson,0,0.5000,
5ade15a45542997545bbbe46,Are both Upper Crust Pizzeria and Eatza Pizza restaurants?,yes,yes,1,1.0000,
5ae547f85542990ba0bbb254,"Who was the original recording artist of the song which was chosen over If You've Got Trouble for the Beatles' ""Help!"" film?",Ringo Starr,Buck Owens,0,0.0000,
5a836ce55542993344746012,Which genus has more species: Sarracenia or Butea?,Sarracenia,Sarracenia,1,1.0000,
5a7933b255429907847277eb,"Which composer was also a teacher, Philip Glass or Franz Schreker? ",Franz Schreker,Franz Schreker,1,1.0000,
5ab5d2ac5542992aa134a3a6,Tom Araya and Marcus Mumford were both what?,band members,musician,0,0.0000,
5a88db445542993b751ca88a,"Which Italian classical composer, conductor, and teacher born in 1750 composed this four-movement serenade in B-flat major for five instruments (2 oboes, 2 horns and 1 bassoon)?",Antonio Salieri,Antonio Salieri,1,1.0000,
5a865e785542991e7718161b,"Which building is located a higher numbered street, Americas Tower or One Penn Plaza?",Americas Tower,Americas Tower,1,1.0000,
5a739323554299623ed4abff,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",Kanichee Mine,Kanichee Mine,1,1.0000,
5ac009bf5542997d642959a7,"The University in Pullman, Washington is named after whom?",the state of Washington,Edward R. Murrow,0,0.0000,
5ab295eb554299194fa93412,Were both Ernst Messerschmid and Reinhold Ewald ESA astronauts?,no,no,1,1.0000,
5adea0c5554299728e26c776,Are both Helen Dunmore and M. P. Shiel of West Indian descent?,no,no,1,1.0000,
5a84f7255542991dd0999e33,Which country borders the Central African Republic and is south of Libya and east of Niger?,Chad,Republic of Chad,0,0.5000,
5ab9bc6155429970cfb8eb90,Are both the flowering plants Desfontainia and Alisma  in the family Potaliaceae?,no,no,1,1.0000,
5abdf1fe55429976d4830a31,Peter Dhao created a websiteto reflect worldwide views. What was the slogan of the site he created ?,media for the 65.8 million,media for the 65.8 million,1,1.0000,
5a906a685542990a9849362e,Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,Brazil,Brazil,1,1.0000,
5addf3d65542990dbb2f7f0e,Are Ballota and Myosotis both evergreens?,no,no,1,1.0000,
5ade3d75554299728e26c68b,What movie is the the Spinning turtle attraction in the worlds 21st largest theme park based off of?,insufficient information,Finding Nemo,0,0.0000,
5abbc4d255429931dba144fe,"Which genus of plant grows originally in Mexico and Guatemala, Phylica or Weldenia?",Weldenia,Weldenia,1,1.0000,
5abd8bf95542996e802b47ba,Stamford Baron St Martin was a parish that has a church south of what river?,River Welland,Welland,0,0.6667,
5a8f122955429918e830d17f,Is the Metropolitan Tower or 750 7th Avenue Skyscaper taller?,Metropolitan Tower,"The Metropolitan Tower is a 68-story, 716 ft (218 m)",0,0.4000,
5ae2196b554299495565da02,What  profession did Mike Robbie's father practice?,owner of the Miami Dolphins,an American attorney,0,0.0000,
5ab3e577554299233954ffe3, Jaroslav Seifert and John McGahern were both part of what shared profession? ,writer,writer,1,1.0000,
5ac45b58554299076e296dad,"Which has the larger population, Shanghai or Hanggin Rear Banner?",Shanghai,Shanghai,1,1.0000,
5add84a15542997545bbbd5e,What type of movies are 101 Dalmatians and G-Force?,animated,American family comedy adventure,0,0.0000,
5a7b8d4955429927d897bfeb,"Who was born first, Gene Mayer or Serena Williams?",Gene Mayer,Gene Mayer,1,1.0000,
5ab72a035542993667793f5c,What military organization does SS China Maru and Douglas SBD Dauntless have in common?,United States Navy,United States Navy,1,1.0000,
5ae0b4c15542993d6555ec21,What are The Ready Set and Cell?,"The Ready Set is an American singer-songwriter, Jordan Mark Witzigreuter; Cell is not defined in the context as a person or entity—only ""cell"" appears in biological contexts (e.g., ""cell fate determination"", ""cell proliferation"", ""cell specialization"")",band,0,0.0000,
5add24375542992c1e3a2542,Are Werther and The Odyssey both operas?,no,no,1,1.0000,
5a7320ac5542991f9a20c620,"Which game was created first, About Time or Java?",Java,Java,1,1.0000,
5ae083b75542993d6555eb85,"Who was an actor actor in the film The Ladder of Lies and was born October 23, 1893?",William Farnum,Jean Acker,0,0.0000,
5ac43e0f554299076e296d8e,What country are both Dafeng District and Jixi in?,China,China,1,1.0000,
5ac2ea1a5542990b17b154a1,What episode of South Park was the episode that aired in May before Funnybot?,Chickenlover,146th,0,0.0000,
5adc8c545542994734353734,"Are Wilco Melissant and Todd Field both involved in the film industry (e.g. director, filmmaker, actor)?",yes,yes,1,1.0000,
5a8197905542995ce29dcc10,"Which dog breed is NOT recognized by the Fédération Cynologique Internationale (FCI), the Korean Jindo or the Taigan?",Taigan,Taigan,1,1.0000,
5a846da0554299334474611e,"Which bird-themed team did the baseball player, who frequented the Red Cedar Inn and was also known as Dizzy Dean, play for?",St. Louis Cardinals,St. Louis Cardinals,1,1.0000,
5a8b5b1c5542995d1e6f1387,Are Aladdin and Song of the South produced by the same company?,yes,yes,1,1.0000,
5ae7a9765542994a481bbdbc,What is the long name of the Government of Ireland Act 1920 that relates to Islam in Northern Ireland?,Government of Ireland Act 1920,An Act to provide for the better government of Ireland,0,0.6154,
5ae497595542995ad6573db7,What are both Stauntonia and Pimelea?,Both are genera of flowering plants.,plant,0,0.0000,
5a735e9155429901807db00d,What country is home to both Guadarrama National Park and Doñana National Park? ,Spain,Spain,1,1.0000,
5a87b6215542996e4f3088d6,Are Yoo-hoo and Faygo both carbonated drinks?,yes,no,0,0.0000,
5ab5e2645542992aa134a3c5, Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?,About a Boy,About a Boy,1,1.0000,
5aba85335542994dbf01992d,Where operation Operation Dragoon and Battle of Cold Harbor fought during to different wars?,World War II and American Civil War,yes,0,0.0000,
5a803d695542996402f6a494,What is the main difference between the game Plateau and the game Colt Express?,"Plateau is an abstract strategy game involving tile placement and movement on a grid, while Colt Express is a board game with programmed movement and player interaction in a Wild West train robbery theme.",Colt Express is a railway-themed,0,0.1765,
5a7cf3d655429909bec768bf,"Which breed of dog is extinct, the Hawaiian Poi Dog or the Dandie Dinmont Terrier?",Hawaiian Poi Dog,Hawaiian Poi Dog,1,1.0000,
5adde17f5542992200553b87,For which NBA team did the MVP of the 2013 McDonald's All-American Boys Game play?,Cleveland Cavaliers,Orlando Magic,0,0.0000,
5abce3015542993a06baf995,Students from approximately how many nations attend the University from which Shawn Arévalo McCollough received his Masters of Education ?,25,approximately 85 nations.,0,0.0000,
5a8719fa55429960ec39b742,Is Muskegon County Airport or John Wayne Airport further west?,John Wayne Airport,John Wayne Airport,1,1.0000,
5a88a1e55542997e5c09a64d,What was the former name of the stadium where the OFC U-20 Championship was played in 1986?,Carlaw Park,Ericsson Stadium,0,0.0000,
5aba77be55429955dce3ee44,How many degrees and minutes south of the equator are the bone fragments of the extinct Ascension night heron found?,7°56′S,7°56',0,0.0000,
5abb14d85542996cc5e49f92,Are Alexander Kluge and Sidney Salkow of the same nationality?,no,no,1,1.0000,
5ac561315542993e66e823a9,"Which writer also enjoyed boxing, Amy Tan or Norman Lindsay?",Norman Lindsay,Norman Alfred William Lindsay,0,0.6667,
5ade881f5542992fa25da7af,"Heinrich Scholz was a peer of what English computer scientist, mathematician, logician, cryptanalyst, philosopher and theoretical biologist?",Alan Turing,Alan Mathison Turing,0,0.8000,
5a7bc1bf55429927d897c033,"Which breed was bred first, the English Water Spaniel or the Estonian Hound?",English Water Spaniel,The English Water Spaniel,1,1.0000,
5ab8764155429919ba4e22fe,What profession was both John Updike and Bret Easton Ellis ?,American author,short story writer,0,0.0000,
5add1e565542990d50227dea,"Who was the writer of the graphic novel upon which the 2003 American superhero film, directed by Bryan Singer, is based?",Stan Lee and Jack Kirby,Chris Claremont,0,0.0000,
5adcad175542994ed6169bc3,What did the American writer who wrote Into Thin Air  primarily known for in his writings ,"writings about the outdoors, especially mountain-climbing",the outdoors,0,0.3333,
5aba5d2e55429901930fa799,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky,Monica Lewinsky,1,1.0000,
5ab42f3c55429942dd415ebc,What is the translation of the name of the river on which Widnes is located ?,Mersey,boundary river,0,0.0000,
5a804f01554299485f5985bf,"Which magazine has more issues per month, Club or Pro Football Weekly ",insufficient information,Pro Football Weekly,0,0.0000,
5a77174f55429966f1a36c4c,Simone de Beauvoir partnered with the person whose journal would be called what?,Nouvelles questions féministes,Les Temps modernes,0,0.0000,
5a8080365542992097ad2fed,"A vehicle that uses hydrogen as its onboard fuel for motive power is cosidered which, Flex-fuel or Bi-fuel?",Bi-fuel,bi-fuel vehicles,0,0.6667,
5abe765a55429976d4830b1f,Who has won more olympic medals: Angelique Kerber or Amélie Mauresmo?,Angelique Kerber,Amélie Simone Mauresmo,0,0.0000,
5a83305d55429966c78a6b4a,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,"Washington, D.C. and Alabama",District of Columbia,0,0.0000,
5a8f608d5542992414482a94,The Pollution Prevention Act of 1990 expanded a publicly available or private database?,publicly available,publicly available,1,1.0000,
5a7790ed5542992a6e59defb,Name three common things that are used in playing Monopoly and King of Tokyo?,"dice, tokens, cards","dice, cards, and boards",0,0.5714,
5ab874ba5542990e739ec904,The Twelfth United States Army Group commander was the first chairman of what?,Joint Chiefs of Staff,Joint Chiefs of Staff,1,1.0000,
5ab9b1fd5542996be202058e,What is the most populous city in the county where Caleb Stegall served as District attorney?,Perry,Valley Falls,0,0.0000,
5a8f25ed5542997ba9cb31f0,What bird of prey can be found around Brackendale?,bald eagle,The bald eagle,1,1.0000,
5ae616ce5542992663a4f259,What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,the Guard Brothers,Charles and Thomas Guard,0,0.3333,
5a8e63d65542995085b37421,Are Francis Ford Coppola and Jack Hill both American?,yes,yes,1,1.0000,
5a7f96a95542995d8a8ddead,"IS Universidad de Oriente part of the same public university system as California State University, Dominguez Hills?",no,no,1,1.0000,
5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Daredevil,Daredevil,1,1.0000,
5a8f45385542997ba9cb320a,Dahlia and Aruncus are both examples of what type of plant catagorization?,genus,genus,1,1.0000,
5ab5f249554299488d4d9a5d,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Yamaha YZF-R6,Yamaha 600 class,0,0.4000,
5a7cdc1b55429907fabef04d,Getting Married in Buffalo Jump stars an actor who was born in what city?,Cowley,"Calgary, Alberta",0,0.0000,
