qid,question,prediction,gold,em,f1,error
5a80c79155429938b61421da,"How many seasons has a popular tv show had, in which one of the episodes is called Moho House?",12,28,0,0.0000,
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,Albany,New York,0,0.0000,
5adfee9c55429906c02daa8a,The music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious in September was the first print publication to be released where?,on iTunes,on iTunes.,1,1.0000,
5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,no,1,1.0000,
5ab7fa4f5542993667794080,Which of the following was founded in 2003: University of Arizona or Presbyterian University College?,Presbyterian University College,Presbyterian University College,1,1.0000,
5a70f0a75542994082a3e403,"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?",Scanian dialect,Scanian dialects,0,0.5000,
5ae74eeb5542991bbc9761e1,"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?",PET,PET,1,1.0000,
5ab71b5c5542991d3222377e,What is a luxury goods company long Northern Boulevard in the Miracle Mile?,Americana Manhasset,Gucci,0,0.0000,
5ab96c93554299743d22eb63,Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?,Dujiangyan City,Ezhou,0,0.0000,
5abd4f2e5542993062266c4b,"Which plant is indigenous to the western hemisphere, Stephanocereus or Nepenthes?",Stephanocereus,Stephanocereus,1,1.0000,
5ac24ad7554299636651995a,"Which was Disney's 2nd animated production, Pinocchio or Home on the Range?",Pinocchio,Pinocchio,1,1.0000,
5ae0432a55429924de1b7081,Were Rosario Castellanos and Lucy Maud Montgomery both authors?,yes,yes,1,1.0000,
5a887898554299206df2b2a2,Are Broughtonia and Perilla both types of mint?,no,no,1,1.0000,
5a861ea85542994775f60700,Were Robert Holdstock and H. L. Mencken both known for being satirists?,no,no,1,1.0000,
5ae457a95542996836b02c85,Who directed and wrote the 2016 film featuring the voice of Townsend Coleman?,Peter Ramsey and Chris McKay,Garth Jennings,0,0.0000,
5a8f799d55429918e830d22d,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,Myrsine,1,1.0000,
5a8cc08455429941ae14deea,"What country is the singer from, who duets with Dave Hemingway on the song ""A Little Time""?",England,Northern Irish,0,0.0000,
5ae6fee3554299572ea54670,The player who defeated Johnny Majors for the Heisman Trophy in 1956 was born in what year?,1937,1935,0,0.0000,
5abdff775542993f32c2a082,At what theater is the composer and lyricist for the musical Big Fish a residential artist?,The Guthrie Theater,Ars Nova Theater,0,0.4000,
5a7a70b355429941d65f2647,"Who was born later, Jerry Garcia or Joe Gooch?",Joe Gooch,Joe Gooch,1,1.0000,
5a87bada5542994846c1cddc,In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,Murray Hill,Murray Hill,1,1.0000,
5abaad5855429901930fa88f,How many more singles titles did Kim Warwick win than Jorge Lozano?,three,three singles titles,0,0.5000,
5ae55d1e55429960a22e02cb,"When was the host of ""British Academy Television Awards 2009"" born? ",1963,4 April 1963,0,0.5000,
5a7ce100554299683c1c63b5,"Who is younger, Terry Glaze or Hayley Williams?",Hayley Williams,Hayley Williams,1,1.0000,
5add60905542995b365fab1d,What do Victor Salva and Emilio Fernández have in common?,Both are film directors.,director and screenwriter.,0,0.0000,
5ac4f9db55429924173fb532,Tritonia and Phyteuma are both names for a what of plants?,genus,genus,1,1.0000,
5adf043b5542993a75d263d4,Which American cable news and talk radio host was the former GOP representative,Joe Scarborough,Charles Joseph,0,0.0000,
5a8ad6db55429950cd6afba7,What field of study is related to Ovamir Anjum's work and is known as Islamic mysticism?,Sufism,Sufism,1,1.0000,
5adfed5e55429942ec259b92,What city does the company that owns Bumble and bumble have its headquarters in?,New York City,New York City,1,1.0000,
5a8f51185542992414482a3d,The primary jockey of Binocular was Champion Jockey how many consecutive times?,20,20,1,1.0000,
5a893fc855429951533612f0,Are the Chien Français Blanc et Orange and Cretan Hound both used for hunting in packs?,yes,no,0,0.0000,
5ae34a225542992e3233c370,Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,no,yes,0,0.0000,
5a7e08b55542997cc2c474fe,What current NHL team owner played for the team that won the Stanley cup in 1992?,Peter Karmanos Jr.,Mario Lemieux,0,0.0000,
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",neither,Levni Yilmaz,0,0.0000,
5a74bdce55429929fddd84e1,Who died last Vladimir Arnold or Georg Cantor?,Vladimir Arnold,Vladimir Igorevich Arnold,0,0.8000,
5a81028b55429938b614228a,"For which film did the Director team with NASA scientists, Aliens of the Deep or Poetry in Motion?",Aliens of the Deep,Aliens of the Deep,1,1.0000,
5ac3d4b6554299204fd21e93,"Which magazine is focused more on the adult demographic, Jack and Jill or Paper?",Paper,Paper,1,1.0000,
5a72f74a55429901807daf59,"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,Rosie O'Donnell,1,1.0000,
5ab9988b554299131ca4238e,"Who is the American actress that stars in the movie ""Innocesnce"" and is best known for her role as Alexandra Cabot in a long-running NBC series?",Stephanie March,Stephanie Caroline March,0,0.8000,
5adf75e35542993344016c98,"What American horror film directed by Sidney J. Furie was based off an alleged haunting which occurred in 1974 at Culver City, California?",The Entity,The Entity,1,1.0000,
5a726b0f5542997f827839be,"Who was born first, Samantha Cristoforetti or Jean-Loup Chrétien",Jean-Loup Chrétien,Jean-Loup Jacques Marie Chrétien,0,0.6667,
5ab6ba045542995eadef007e,"Dorian Gray is the main character of what philosophical novel whose editor feared the story was indecent, and deleted roughly five hundred words before publication?",The Picture of Dorian Gray,The Picture of Dorian Gray,1,1.0000,
5ac2cb125542996773102626,Are both Leycesteria and Anigozanthos native to Australia?,no,no,1,1.0000,
5abdf68c5542993f32c2a06b,"Who has a longer middle name, Alice Walker or Michael Herr?",Michael Herr,Walker,0,0.0000,
5a7a9b9a5542990198eaf160,When was the Chinese American electronic musician and singer who collaborated on the album I Remember born?,1989,1989,1,1.0000,
5ac18b585542994ab5c67d76,What actor played the male lead in a teen comedy about a high school nerd directed by Steve Rash? ,Patrick Dempsey,Patrick Dempsey,1,1.0000,
5adc2f53554299438c868d6d,Were Triumph of the Will and The End of America both made in the same year?,no,no,1,1.0000,
5a7e49e05542991319bc9463,What sibling of John D. Rockefeller III was the chairman of Chase Manhattan Corporation?,David Rockefeller,David Rockefeller,1,1.0000,
5a8db348554299068b959dc2,"What is the subsidiary of the record company who released ""Love Incredible?""",Interscope and Mad Love,Vivendi S.A.,0,0.0000,
5a89e95c5542992e4fca8474,Javier Frana and Thomaz Koch both share what occupation?,tennis player,tennis player,1,1.0000,
5a734bb65542994cef4bc50f,"Fantasy Records is know for recordings of comedian Lenny Bruce, Creedence Clearwater Revival, and what American jazz pianist who composed the music for the animated television adaptations of the ""Peanuts"" comic strip?",Vince Guaraldi,Vincent Anthony Guaraldi,0,0.4000,
5a75eca555429976ec32bca8,"Which one of the Long Island Herald newspaper chain serves a village in Nassau County, New York with a population of 6,483?",The Nassau Herald,The Nassau Herald,1,1.0000,
5abd259d55429924427fcf1a,"Are both Dictyosperma, and Huernia described as a genus?",yes,yes,1,1.0000,
5adfdef9554299025d62a36b,Where was the first governor after the The Missouri Compromise from?,Maine,"Bath, Maine",0,0.6667,
5a7f244255429934daa2fcec,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?",Trivium,"Grammar, logic, and rhetoric",0,0.0000,
5a8fae205542997ba9cb32ec," What type of television show did Dylan Everett star in, in 2015?",television film,American-Canadian mystery-drama,0,0.0000,
5a87868c5542996e4f308828,"Which restaurant was founded first, Papa Murphy's or Gino's Pizza and Spaghetti?",Gino's Pizza and Spaghetti,Gino's Pizza and Spaghetti,1,1.0000,
5adff4a555429925eb1afb91,"Which airport is closer to the Atlantic ocean: Wilmington International Airport, or Texarkana Regional Airport?",Wilmington International Airport,Wilmington International Airport,1,1.0000,
5a7aa0a55542990198eaf165,"Who was born first, Sathish Kalathil or Jacques Feyder?",Jacques Feyder,Jacques Feyder,1,1.0000,
5a7bd25a554299294a54ab13,"Which director lived longer, Lowell Sherman or Jonathan Kaplan?",Lowell Sherman,Jonathan Kaplan,0,0.0000,
5a7542425542996c70cfaecc,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",Karen Joy Fowler,Bruce Chatwin,0,0.0000,
5a7b24fe55429931da12c9f7,"Which dog breed has more derivative breeds from the original, German Spitz or Norfolk Spaniel?",German Spitz,German Spitz,1,1.0000,
5a7a276d5542996c55b2dd27,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Colonel Charles Hastings Judd,Colonel Charles Hastings Judd,1,1.0000,
5ac325495542995ef918c12e,Which region of Ghana was the city where Akrofuom is located? ,Ashanti Region,Ashanti Region of Ghana,0,0.6667,
5a75fbe855429976ec32bcde,"Which documentary is newer, War/Dance or The Sorrow and the Pity?",War/Dance,War/Dance,1,1.0000,
5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,Tim Cluess,1,1.0000,
5a7b40cd5542995eb53be8d4,"Which magazine has been around longer, Guitar World or Golf Digest?",Golf Digest,Golf Digest,1,1.0000,
5abf12f25542997719eab667,"Are McFarland, USA and The Black Hole both sports films?",no,no,1,1.0000,
5ab9b4a555429970cfb8eb75,Is Rick Husband Amarillo International Airport or Grand Forks International Airport closer to the town it is near?,Rick Husband Amarillo International Airport,Grand Forks International Airport,0,0.4444,
5a8af1e255429950cd6afc28,Who is the English Professional Footballer that is the niece of a former footballer born in the same place as where he plays? ,no,Trent Alexander-Arnold,0,0.0000,
5a7dec305542995ed0d16679,"Which American filmmaker has directed more films, Jon Paul Puno or Ken Kwapis?",Ken Kwapis,"Kenneth William ""Ken"" Kwapis",0,0.6667,
5ade6eb65542992fa25da782,What two singers who worked together on the song I Would Like to See You Again also performed as part of a country music group which was active between 1985 and 1995?,Johnny Cash and Waylon Jennings,"Johnny Cash, Waylon Jennings",0,0.8889,
5abb30755542996cc5e49fd8,Ronald Reagan and George H. W. Bush both held which position in office?,President of the United States,President of the United States,1,1.0000,
5a77671255429966f1a36d21,What aspect of the board game Diplomacy is not found in the board game Uncle Wiggily?,negotiation phases,negotiation phases,1,1.0000,
5a886b7555429938390d3f4d,When did the party inspired by Cacareco begin in Canada?,"The Rhinoceros Party of Canada was nominally led by the rhinoceros Cornelius the First, but the context does not specify when it began",1960s,0,0.0000,
5a84de255542991dd0999e06,"Who had more pen names, George Orwell or Nelson DeMille?",Nelson DeMille,Nelson Richard DeMille,0,0.8000,
5ade17d255429939a52fe80e,Are both the Wire Fox Terrier and West Siberian Laika dog breeds?,yes,yes,1,1.0000,
5a83041355429966c78a6ae8,Both Ralph Bakshi and Béla Gaál had what roll in film making?,director,film director,0,0.6667,
5adfc06d55429906c02daa2a,"What is the name of the largest shipping facility in the Northeastern United States, where the Boston Red Socks play?",Port of Boston,Port of Boston,1,1.0000,
5adcd9fe5542990d50227d46,To what group of plants do both Dieffenbachia and Carlina belong?,flowering plants,flowering plants,1,1.0000,
5ae074aa5542993d6555eb54,Are Ash Lieb and Elswyth Thane both artists?,yes,no,0,0.0000,
5ae2e06d55429928c4239521, Both Vitas Gerulaitis and Heather Watson play what sport?,tennis,tennis player,0,0.6667,
5a8a06455542992e4fca84db,Are both Lukas Rossi and Terry Kath American?,no,no,1,1.0000,
5a874e9b554299211dda2bd3,What did the second First Lady to be born outside the United States or areas that would become part of the United States do before marrying?,Worked as a governess,fashion model,0,0.0000,
5abdcad155429965af743e4d,which has more acts Pagliacci or Suor Angelica?,Pagliacci,Pagliacci,1,1.0000,
5abc7bc45542993a06baf8ef,Which as more species Cassiope or Deutzia?,Deutzia,Deutzia,1,1.0000,
5ac097b05542996f0d89cc18,"Are Ruggero Deodato from Italy, and Mexican Alejandro Springall, both film directors?",yes,yes,1,1.0000,
5a78d16455429974737f78bb,"Between two scientists Ernst Messerschmid and Philippe Perrin, who is older?",Ernst Messerschmid,Ernst Willi Messerschmid,0,0.8000,
5a886886554299206df2b258,"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",FIFA Women's World Cup,international football competition,0,0.0000,
5ae81032554299540e5a572a,Which satellite suburb of Melbourne is partially included in the Electoral district of Bass?,Pakenham,Pakenham,1,1.0000,
5ac2f1d1554299218029dba4,What is in both the Lithocarpus and Duranta species?,plants,trees,0,0.0000,
5a79d2fe5542994f819ef0c3,"Who was born first, Aleksandr Ivanovsky or Arthur Lubin?",Aleksandr Ivanovsky,Aleksandr Ivanovsky,1,1.0000,
5a8a575a554299515336136e,"Rynella is an unincorporated community named after the daughters of a conservationist who presided of the maker of a brand of hot sauce made from vinegar, salt and what kind of peppers? ",tabasco peppers,tabasco peppers,1,1.0000,
5ae39fb85542990afbd1e197,Do both Changle District and Longkou face water?,yes,yes,1,1.0000,
5a7e31c055429934daa2fbee,"Which band was formed in a country closer to England, Kodaline or Rivermaya ?",Kodaline,Kodaline,1,1.0000,
5a8b128455429971feec463b,What city is the women's Vans Triple Crown of Surfing event hosted at?,Haleiwa,City and County of Honolulu,0,0.0000,
5a7c99705542990527d554de,Which town is named after the developers of Monmouth Heights at Manalapan?,Manalapan,Levittown,0,0.0000,
5a8771595542993e715abf46,"What nationality was the Jaguar R2 driver, Eddie Irvine?",Northern Irish,British racing driver,0,0.0000,
5a76404b5542994ccc91873d,"Which documentary was made first, The Shame of a City or Unchained Memories?",Unchained Memories,Unchained Memories,1,1.0000,
5ab56f7a554299637185c59a,"Not Richard, But Dick was an album by the band formed in what city?","Oakland, California",Philadelphia,0,0.0000,
5abd05e655429965836004f1,What was the companion piece that Poe's brother published?,How to Write a Blackwood Article,"""The Whalestoe Letters""",0,0.0000,
5ade636255429939a52fe896,"Kresy, which roughly was a part of the land beyond the so-called Curson Line, was drawn for what reason?",as the eastern border of the re-emerging sovereign Republic following the century of partitions,"demarcation line between the newly emerging states, the Second Polish Republic, and the Soviet Union",0,0.0870,
5a7faed65542994857a767b6,"What city did the name come from for the Polish truck manufacturer who sold to various countries, including more than the socialist states of Central and Eastern Europe?",Starachowice,City of Starachowice,0,0.5000,
5a831af855429954d2e2ec1e,Are the 1908 Ex parte Young and 1948 McCollum v. Board of Education United States Supreme Court cases related to each other in any way?,no,no,1,1.0000,
5a7643675542994ccc918747,Who was born first D. Ross Lederman or Stefan Ruzowitzky?,D. Ross Lederman,David Ross Lederman,0,0.6667,
5ae4bcfc55429913cc2044eb,"Which genus has more species, Leitneria or Tricyrtis?",Tricyrtis,Tricyrtis,1,1.0000,
5ac44b47554299194317396c,"Which became a Cathedral first St Chad's Cathedral, Birmingham or Chelmsford Cathedral?","St Chad's Cathedral, Birmingham",Metropolitan Cathedral Church and Basilica of Saint Chad,0,0.1667,
5a7c96765542990527d554d8,Which occupations did Ralph Smart and Trey Parker have in common?,"writer, director","producer, director, and writer",0,0.6667,
5a7bb52355429927d897c01a,"The song by English indie rock band Florence and the Machine written by Florence Welch and Francis ""Eg"" White and released in 2011 is named after the painting which was completed in which year?",1938,1938,1,1.0000,
5a8fdb955542990a98493572,One of the directors of Mediastan is well-known for founding what organisation in 2006?,WikiLeaks,WikiLeaks,1,1.0000,
5a8b83bc55429949d91db5c0,"Bandit was built in 1988 by which Japanese amusement ride company that built roller coasters, giant wheels, carousels, flumes, dark rides, sky cycles and other amusement rides?",TOGO,TOGO company,0,0.6667,
5adcfb5f5542990d50227d81,Are Grant Nicholas and Danny Shirley both American singers?,no,no,1,1.0000,
5ae0b8bb55429924de1b7145,"Who is a guitarist, Saffron or Myles Kennedy?",Myles Kennedy,Myles Kennedy,1,1.0000,
5a7a1d305542990783324e66,What are the professions of Tom Johnston and Daryl Palumbo?,musician and frontman; football manager,American musician,0,0.2857,
5a80b35c5542992bc0c4a7b8,Sinimole Paulose's favorite events are the 800 metres and another event that has been a contest at the Summer Olympics begining in what year?,1960,1896,0,0.0000,
5ab870ee5542990e739ec8f6,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,Madeleine L'Engle,1,1.0000,
5adc6c4c5542994650320ce0,"Which plant has more species, Hydrangea or Abrus?",Hydrangea,Hydrangea,1,1.0000,
5ac3bab155429939154138fb,"The House of Hanover held the British throne until after Victoria's death, when it was past to the dynasty that ruled which duchy?",Saxe-Coburg and Gotha,Ernestine,0,0.0000,
5abff00c5542994516f45537,What film genre links Baghdad ER and Olympia?,documentary,documentary,1,1.0000,
5ab5574b554299488d4d994e,"Robin R. Bottin is known for his collaboration with an American director and producer who won an Academy Award, Golden Globe and BAFTA award for what movie?",The Curious Case of Benjamin Button,The Social Network,0,0.0000,
5a7ab1b055429927d897bef4,"Which singer is younger, Terri Nunn or Sonya Scarlet? ",Sonya Scarlet,Sonya Scarlet,1,1.0000,
5abeebe25542993fe9a41d9c, Season of Migration to the North  is a counter narrative to a novella by what Polish-British novelist?,Joseph Conrad,Joseph Conrad,1,1.0000,
5adf099a5542992d7e9f927f,"Which airport is located in the state of Georgia, Brunswick Golden Isles Airport or Lafayette Regional Airport?",Brunswick Golden Isles Airport,Brunswick Golden Isles Airport,1,1.0000,
5adfec5f55429942ec259b8d,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,yes,1,1.0000,
5a889d18554299206df2b310,What kind of group does Pinhead Gunpowder and Billie Joe Armstrong have in common?,punk rock band,band,0,0.5000,
5abb61c0554299642a094a86,Are both Trace Cyrus and Jizzy Pearl vocalists?,yes,yes,1,1.0000,
5a84eecd5542994c784dda8e,What type of group does Pablo Carballo and Argentine Air Force have in common?,military,military,1,1.0000,
5a7f53ff5542992097ad2f17,"In addition to the best known comic servant from Commedia dell'arte, who else is featured in La Surprise de l'amour?",Columbine,Columbine,1,1.0000,
5a77c74155429967ab105291,"Which band formed in England, Of Montreal or Vib Gyor?",Vib Gyor,"Vib Gyor was a band that was formed in Leeds, England.",0,0.3333,
5a88f7855542993b751ca8da,In what year did a movie that starred both Nicholas Cage and Cher come out? ,1987,1987,1,1.0000,
5a7a06525542990198eaf04f,Who was born first David Draiman or Terry Kath?,Terry Kath,David Michael Draiman,0,0.0000,
5adf82945542993344016ca4,What profession did Alan Crosland and Kurt Voss both hold?,film director,film director,1,1.0000,
5a88016b5542997e5c09a58a,Migene González-Wippler is leading expert on a religion that developed among which ethnic group ?,Afro-Caribbean,West African descendants,0,0.0000,
5abe731255429965af743f0e,What profession does Matt Thiessen and George Thorogood have in common?,musician,musician,1,1.0000,
5a7b5af7554299042af8f752,The company that created the Data Universal Numbering System has a database that contains how many business records?,over 250 million,265 million,0,0.4000,
5a7e0bb65542997cc2c4750a,Myron F. Diduryk's exploits were described in a book by an author holding what military rank?,Lieutenant General,lieutenant general,1,1.0000,
5a8bc29a5542995d1e6f1446,when was Quiet in Heaven/Song of Liberty recorded?,1982,Before settling on their current name in 1982,0,0.2222,
5a84a7f95542992a431d1a85,"Who was the wife of the United States Army lieutenant general who received the Distinguished Service Cross, and was the first of his West Point class to be promoted to brigadier general, major general, and lieutenant general",Mary Elizabeth Babbitt Eisenhower,Julia Compton Moore,0,0.0000,
5ab862f95542992aa3b8c8d4,Have Jelena Janković and Marat Safin both played tennis professionally?,yes,yes,1,1.0000,
5ae0fe4e554299422ee995a9,What type of diet does the author of Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss advocate?,"Nutrient-dense, plant-based, low-fat diet",micronutrient-rich,0,0.0000,
5a7d119d5542995ed0d165d5,"Who was born more recent.y,Gunnar Nelson or Florence Welch?",Florence Welch,Florence Leontine Mary Welch,0,0.6667,
